Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
"Giò thơm, ăn vào dai , khi ăn nhai rất thích miệng, vị béo, kẹp với miếng bành dày chấm ít muối tiêu nữa thì tuyệt.Khoang chả vàng rộm, mềm, béo ngậy, khi ăn nghe rõ hương quế thơm nồng, dậy mùi.  Đúng là chả quế chuẩn mực !Quán còn bán bánh mì kẹp chả nữa đó, giá cũng rẻ chỉ 20k 1 ổ à.Ghé ngay để thưởng thức vị chả Hà Nội nha.",0,0,0,0,1,1,1,0,1,0,0,0
Giòn thanh món ốc giác xào rau muống,0,0,0,0,0,1,0,0,0,0,0,0
"giống cơm tấm cali, cơm tấm mộc thuộc chuỗi nhà hàng cơm tấm sang cảnh cao cấp. Thịt sườn ở đây ướp vừa miệng, thịt mềm và ngon. Miếng chả trứng ăn bt, ko có gì đặc biệt cả. decor dĩa đẹp đẹp. mấy loại cải chua ăn kèm này nọ ngon. cơm cho khá ít nên thường phải gọi cơm thêm. Mỡ hành vs tốp mỡ ngon, còn mới nên ko bị hôi. Nước mắm cũng bt, ko đặc biệt, ớt ko cay. Không gian quán sang trọng, nhân viên phục vụ chuyên nghiệp",1,0,0,0,0,3,1,0,0,0,0,1
"Giữa thời tiết se se của xuân Hà Nội, ghé quán ngồi xì sụp bát phở nóng, khói nghi ngút thì còn gì bằng. Đảm bảo ăn xong ấm lòng ghê ý, ấm dạ dày luôn. Thêm chút giấm tỏi hay ớt tùy khẩu vị rồi tha hồ ""vùng vẫy"". Giá cả thì rất có liên kết với túi tiền học sinh, sinh viên. 20k/suất ae nhé.",0,0,0,0,1,1,1,0,0,0,0,0
Góc Hà Nội giữa lòng Sài Gòn. Chuẩn hương vị Bắc,0,0,0,0,0,1,0,0,0,0,0,0
"gọi 1 pizza trái tim, xong gọi 2 loại nhân, <3 Không gian quán cực thích luôn! <#3",1,0,0,0,0,0,1,0,0,0,0,0
"Gỏi bò bóp thấu, trang trí bắt mắt, nêm nếm vừa ăn, chắc chắn sẽ quay lại nưa #lozi#lozisaigon#saigonfood#",0,0,0,0,0,1,1,0,1,0,0,0
gỏi cá trích tươi,0,0,0,0,0,1,0,0,0,0,0,0
"Gỏi cuốn - 7k/cuốn ( giá này mình quên ghi, mà nhớ là vậy, nếu có xê xích thì cũng cỡ đó ). Mẹ mình kêu, mình không có ăn nên cũng không rõ vị... Nhưng sơ bộ thì quán làm đồ ăn cũng ngon, không đến nỗi nào  chắc gỏi cuốn cũng không quá tệ",0,0,0,0,3,1,0,0,0,0,0,0
"Gỏi cuốn ngon không tưởng, quán có 5 loại cuốn: tôm thịt cua sữa bò gà.. mình gọi hết 5 loại để thử thì 😍 loại nào cũng 👌 hết, rất ưng nước sốt ở đây,  mình đề nghị các bạn thử cuốn cua sữa, ngon đặc biệt luôn ý😉 mà chỉ có 12k/1cuốn thôi, mình gọi trà các loại uống cũng ổn giá lại rẻ nữa(<30k ), ở đây còn có cơm, bánh mì, 1số loại bánh ngọt nữa (mình chưa thử nên ko biết như nào).Quán nhỏ hơi chật nhưng xinh lắm nhé. Nói chung là bị kết gỏi cuốn dữ dội 😍",3,1,1,0,1,1,1,0,0,0,0,0
"Gỏi khô bò thần thánh và xưa nhất SG! Mình gọi vậy bởi quán ngót nghét cũng hơn 50 năm rồi và theo khẩu vị của mình độ ngon cũng xứng đáng 2 chữ ""thần thánh"" luôn nha ^^. Điểm đặc biệt gây nghiện là gan bò thơm ngon béo ngậy, lần nào mình cũng gọi thêm 1 dĩa 10k gan bò ăn không mới đã hehe. Gỏi đu đủ giòn, khô bò làm sạch, nước bò vừa ăn, món này ăn cay cay mới ngon nhá. Ở đây không có cho bánh tôm giống bên cv Lê Văn Tám, nhưng theo mình vị gỏi bên đây ngon hơn hẳn.Quán không có biển hiệu gì hết, lại bán hút vào trong sân nhà, nên chạy ngang nhớ chú ý nha :) Trong sân có xe bán bột chiên 20-23k/dĩa, ăn cũng giòn và lạ miệng lắm.* Mức giá trung bình: 30.000/ 2 người#logroup #goikhobo #ngonthanthanh",0,0,0,0,3,1,1,2,1,0,0,0
"Gỏi nhiều đu đủ, giòn sựt sựt với khô bò, còn có cả bánh phồng. Trộn đều lên với nước mắm là ngon bá cháy luônn. Nghe tiếng đã lâu mà giơ mới được ăn thử, đúng là chất lượng",0,0,0,0,0,1,1,0,1,0,0,0
"H mới biết Happy có chi nhánh ở SVH, xưa h toàn biết ở Lý Chính Thắng k hà. Xiên ở đây rẻ nhưng thấy hơi fail, tới ăn mấy món riêng riêng thì nó ngon hơn. Hay nhất là h mới biết được tuyệt chiu để nước đá lên nướng cho hết khói =)) Đi 4 người mà hết 400k luôn chứ ít ỏi gì.",0,0,0,0,3,3,1,3,0,0,0,0
"Há cảo, phô mai que ăn cũng được, soup ngon và nhiều, mì ăn hơi dở xíu, sinh tố uống cũng ngon. Ở đây không rộng nhưng cũng thoáng, nhân viên cũng nhanh nhẹn. Theo mình thì so với giá cả thì ở đây cũng đáng để ghé qua. Trung bình 2 người ăn khoảng 50-100k là no rồi :#3",1,0,1,0,1,3,0,0,1,0,0,1
"Hai anh em dậy sớm ra đây định ăn bún bò Huế nhưng mà chỗ này chỉ bán mỳ quảng với cơm gà, còn bún bò là ở cơ sở Điện Biên Phủ. Thiết nghĩ sao không đồng nhất như nhau đi mà chia ra làm gì cho mệt chi vậy, khó nhớ nữa 🙄 Anw, mỳ quảng ăn khá ngon, tô đầy đặn, có điều nước dùng hơi béo quá, nên không ăn hết nước được. Một tô 45k, giá vậy là hợp lý rồi 👍🏻",0,0,0,0,1,1,3,0,0,2,0,0
"Hai đứa đi ăn gọi lẩu nhỏ, kêu thêm chai Soju nữa cho giống fin Hàn. Lẩu dọn ra có đĩa tôm thịt khá tươi, với vài lát xúc xích, rau nấm ăn cùng và hai quả trứng gà. Tụi mình chọn mì gói để ăn lẩu, quán dùng mì Hàn nên sợi dai, nấu lâu k bở. Soju dọn ra trong xô đá, nên để lạnh lạnh uống rất thích. 195k/nồi thật ra mình thấy hơi đắt vì tôm thịt cũng k nhiều. Trong nồi có kimchi, ít bánh gạo và vài lát đậu hũ non.Chi nhánh mới rộng rãi hơn, sáng sủa, nhưng đa số phải lên lầu nên tháo giày dép bên dưới.",1,0,1,1,2,1,1,0,0,0,0,0
"Hai đứa rảnh lôi nhau đi ăn 😶 Lâu ko ăn, vẫn ngon như xưa, sủi cảo thập cẩm bây giờ không có mực mà thay bằng thịt cua. Ăn một tô kèm thêm ly bông cúc giờ ngồi thở 🙄 Tổng hết 114k",0,0,1,0,0,1,0,0,0,0,3,0
"Hải sản bao rẻ, mỗi ng tốn 160k cho nguyên bàn hải sản (10 ng), coa cua rang me nhờ chỗ bán hải sản làm dùm. Hải sản đều tươi, trừ ghẹ ko dc chắc lắm",0,0,0,0,1,3,0,0,0,0,0,0
"Hamburger ở đây ngon và làm rất hấp dẫn. Mình kêu loại hamburger bò phô mai, loại này là 1 trong số hamburger đắt nhất của tiệm. Lâu lâu tự thưởng cho chính mình chứ ăn cái này mà hơn 100k 1 cái mình cũng tiếc lắm. Bánh mì mềm và thơm, những miếng bò được kẹp trong bánh được làm vừa miệng, không quá mặn cũng không quá nhạt. Tuy nhiên vì phần thịt khá nhiều khiến bánh hơi bự, hơi khó khăn khi ăn đó nhé. Bình thường 1 mình ăn sẽ không hết cái hamburger này đâu, vì thịt, phô mai, rồi bánh mì nữa nên mau ngán và đầy bụng lắm. Mua 1 phần này bạn được thêm 1 ly coca và 1 phần khoai tây chiên nhỏ, nên uống coca nhiều nó sẽ mau tiêu và dễ ăn hết bánh hơn. Mình nghĩ những loại thức ăn nhanh này chỉ nên ăn 1 đến 2 tuần 1 lần thôi, dễ tăng cân và tăng cholesteron lắm. Điểm mình thích nhất ở burger king là phần thịt trong bánh khá dày nên khi ăn luôn cảm nhận được vị thịt bò với phần bánh kẹp ngoài. Phô mai vị lạt lạt mặn mặn kết hợp với thịt bò mềm, thấm, 1 ít sốt béo béo rất hợp.",0,0,0,0,3,1,1,0,0,0,0,0
"Hàng bún chả ngay gần đầu ngõ 105 Yên Hòa, hình như là 103 thì phải. Quán nhỏ tí, còn có cả bánh cuốn nóng 10k/suất, bún chả 20k/suất =~P. Bác bán hàng cũng dễ tính nữa.",2,0,0,0,3,0,0,1,0,0,0,1
"Hàng này bán từ năm 1946 lận O_O Nghe bác chủ quán kể là ông ngoại với mẹ bác bán rồi đến đời bác, công nhận đúng là quán lâu đời, hủ tiếu cực ngon, nhất là phần nước sốt trộn, chua ngọt vừa miệng lắm. Một bát đầy đủ đặc biệt nhiều tôm, thịt cua, thịt băm,...ăn xong no tới tối @@ Còn được tặng thêm bánh ngàn lớp ăn kèm, tên là gì quên mất tiêu rồi :"")",0,0,0,0,0,1,1,0,1,0,0,0
"Hàng này gần trường cấp 2 của mình. Ngày xưa toàn ăn sáng ở đây, không ăn xôi với bánh bao thì sẽ ăn bún riêu.Bà bán hàng thân thiện, nhiệt tình. Hàng bà bán cũng hơn 10 năm rồi ý. Chất lượng vẫn giữ được như hồi đầu. Không gian nhỏ thôi nhưng sạch sẽ, thoáng mát.30k/bát mà đầy đặn lắm nhé. Nước dùng đậm đà, thơm ngọt. Riêu ăn thật chứ không kiểu bóp đậu vào. Ốc to, dai giòn sần sật. Đậu loại ngon, cắt to bản, ăn thích.Ớt chưng cay xè, là quán tự làm nên ăn thấy thơm hơn. Ăn sáng một bát này thì quên sầu. Khách quen nữa nên lần nào ra ăn bà cũng free cho quẩy và trà đá.",1,1,0,0,1,1,1,1,0,0,0,1
"Hành phi chiên bị khét và gắt dầu, đắng rất khó ăn. Hình như làm ko còn kĩ như trước nữa, thất vọng. Bánh thì nóng hổi vì vừa làm vừa bán, đeo bao tay sạch sẽ. Bánh cuốn ko đc cẩn thận lắm. Nhân bên trong ít, ko còn ngon như trước. Nước mắm pha tạm. Rau giá ngon nhưng cho hơi ít. Xin thêm nhan viên hơi khó chịu. Giá cũng ko rẻ.",0,0,0,0,2,3,3,0,0,0,0,2
"Hào béo lắm luôn, con nào con đó đều bự, mình bốc ngay cái con bự nhất nè, cắn phát thịt ngập răng, phô mai tràn đầy miệng luôn, đã cực. Bình thường múc một phát là nguyên con vào miệng luôn, lần này ăn phải cắn 2 miếng lận :v",0,0,0,0,0,1,1,0,0,0,0,0
"Hào được tính theo con, quán chuyên về hào nên tha hồ đủ kiểu chế biến luôn.Hào con nào cũng to và mập, quan trọng là rất tươi, ko lần nào ăn bị tào tháo dí hết. Nướng mọi, mỡ hành, phô mai hay tỏi đều ok. Nước chấm pha ngon. Có món cháo hào hơi bị bổ nữa.2 người hết tầm 300k, bao bổ kkk. @Myy Mell Hà",0,0,0,0,3,1,1,0,0,0,0,0
"Hào mập ăn ngập miệng lun, 1 phần 89k mà phải gần cả chục con hào, ăn bới bánh mì là khỏi chê lun, ăn 2 ng là muốn no rồi đó 😋Ngoài ra quán còn có lẩu gà ớt hiểm rất đặc sắc thách thức mấy bạn khoái ăn cay.",0,0,0,0,1,1,1,0,0,0,0,0
"Hào sữa vỏ mỏng, con to, gần hết cái vỏ luôn.Ko ham mấy con hào to chà bá, mở ra thì thịt chút éc, hụt hẫng vô cùng. Hào sữa con nhỏ và ăn ngon hơn hẳn. Ai mà biết ăn sống thì sẽ cảm nhận được vị ngọt tự nhiên, vắt chanh hoặc ăn với mù tạt.Hào được chế biến thành nhiều kiểu khác nhau, nào cũng ngon. 2 người cũng hết tầm 300k.",0,0,0,0,3,1,1,0,0,0,0,0
"Hấp dẫn chưa, từ A tới Z đều ngon vô cùng.Bánh tráng phơi sương đúng kiểu nên dẻo và ko cần nhúng nước đâu nha.Nhìn mâm rau ta nói thèm kinh khủng, rau quá trời, đủ loại, rau rừng tá lả đủ hết nha. 1 dĩa thịt rất nhiều, 2 người ăn mệt nghỉ. đồ chua giòn lắm mắm nêm hơi ngọt tí.2 người tầm 150k nha. @Quyen Nguyen",0,0,0,0,3,1,1,0,0,0,0,0
"Hấp dẫn ha. đang đói bụng nữa...ôi thôi! ghé ăn liền, ngay. :)) phở 24 mang đậm hương vị Việt Nam, tô phở bò tái nạm loại nhỏ như này giá 29k được ngồi máy lạnh để thưởng thức, sướng gì bằng hehe. cộng phở mềm nhưng không nhũn, nước đậm đà, thịt bò dai dai mềm mềm, vài cộng hành điểm vào lôi cuốn người ăn ghê gớm :)) bạn nào muốn ăn rau giá thì thêm vào không thì ăn vẫn cứ gọi là ngon ý.^^",0,0,0,0,1,1,1,0,1,0,0,0
Hấp hành hay chiên nước mắm là khỏi chê,0,0,0,0,0,1,0,0,0,0,0,0
"Hạt cơm dẻo và thơm, không bị nở quá mức, hạt cơm tơi xốp không bị pha bột hóa chất gì hết. Viên xíu mại to, nhiều thịt ít mỡ, có củ sắn nên ă có vị hơi ngọt, vo viên chắc thịt không bị bở, sốt cà thấm đều vừa ăn. Chả hấp thì có trứng muối ăn vừa béo vừa bùi. Ở đây có tóp mỡ giòn giòn, lần nào ăn cũng xin thêm chén nhỏ ăn cho đã. Bán từ 4 - 5g chiều tới tầm 8g là hết sạch, đông kinh khủng",0,0,0,0,0,1,1,0,1,3,0,0
"Hầu hết các loại đều dược ướp chung mộ loại nước sốt và chung công thức gia vị hay sao ấy, ăn món nào cũng như món nào. NHưng dc cái thơm và ngon, đậm vị. Rau củ cũng tươi, mềm, có đầu tư chớ ko qua loa như mấy chỗ khác. Ngoài ra còn có lẫu khổ qua cá thác lác cũng đáng chú ý. Giá vừa tầm, nhâv viên kém, chờ lâu lắc.",0,0,0,0,3,1,1,0,0,0,0,2
"Hàu né và hàu nướng phô mai, hàu nướng với trứng, cháo hàu, rất ngon, giá hợp lý, k gian quán hơi chật nhưng được cái là có máy lạnh, nhân viên phục vụ rất dt và nhiệt tình, quán nằm trong hẻm kế bên đường hoàng sa, cũng rất dễ tìm, quán rất đông nhé, đi buổi tối có khi là full bàn luôn, nên đi ngày thường, 😋😋😋",3,0,0,0,1,1,1,1,1,0,0,1
"Hàu nhìn con to đã quá hen. Ở đây ngoài nướng mỡ hành, phô mai bình thường như những quán khác, còn có 1 loại sốt rất lạ: Sốt Laven. Vị béo béo, bên trên có thêm thì là cắt nhuyễn, bắt mồi thôi rồi íh. Hàu 15k/con quá bất ngờ với giá này luôn ^^. Bạch tuột thì 25k lạng, nướng sate cũng khá ngon.",0,0,0,0,1,1,1,0,0,0,0,0
"Hàu tươi lắm, ăn béo ghê luôn, thêm ít chanh và wasabi vào là ăn bao phê 🤤",0,0,0,0,0,1,0,0,0,0,0,0
"Hay ăn ở đây, ốc thấm gia vị, vừa , rất ngon luôn. Quán lúc nào cũng đông khách, đi ngang nghe mùi đã thấy thèm....",0,0,0,0,0,1,0,0,1,0,0,0
"Hãy ghé aeon mall Bình Tân ăn món này nếu bạn đói  , nói chung udon ở đây có nhiều chi nhánh lắm nha . Ở đâu chất lượng cũng như nhau thôi à . Tốt - giá hơi hơi nhính xíu - nhưng mà đồ an lúc nào cũng nóng và thơm ngon hết đó 😽😽😽😽",0,0,0,0,2,1,1,0,1,0,0,0
"Hến bé cơ mà lại rất tươi, gia vị tẩm ướp vừa miệng, tỏi hành thơm nứccccc =p~ bánh đa ngon giòn nữa chứ :x",0,0,0,0,0,1,0,0,0,0,0,0
"Heo rừng mỡ nhiều, nướng lên mỡ chảy ra nhìn miếng thịt bóng lưỡng hấp dẫn cực kỳ luôn, Ướp gia vị vừa ăn, cay nhẹ, ăn có cảm giác giòn giòn sựt sựt, phần da heo không bị dày không bị cứng, dễ ăn. Thịt chín có mùi thơm khó tả, ăn thử một miếng là ko thể dừng đũa luôn :#3",0,0,0,0,0,1,1,0,0,0,0,0
"Hết xẩy các bạn ạ! Ở đây làm giòn rụm khác với sasin chi nhánh khác, không gian quán sạch có kèm pizza và mí ý 🍜🍜🍜",1,0,0,0,0,1,1,0,0,0,0,0
"Hiếm quán nào bán đồ nướng giá chỉ 35-55k/dĩa mà lại nhiều nữa chứ. Nhưng trên hết, công thức ướp gia vị của Bún BBQ mới là cái đáng để bàn tới - ngon quằn quại 😍 phải công nhận lần đầu tiên ăn đồ nướng mà ướp ngon vậy luôn, nướng xong ăn ngay cũng ngon, chấm chao hay muối ớt xanh lại càng ngon nữa 😍 ah~ là phù thủy gia vị nào đã làm điều này...? 4 người ăn hết 400k luôn nước, kêu phải chục dĩa, ta nói phê hơn cần, dù mình chưa biết mùi cần là gì 😌",0,0,0,0,1,1,1,0,0,0,3,0
"Hình như là quán mới mở khá đông khách. Giá rẻ ăn ngon đầy đặn nữa. Có nhiều loại bún mọc ăn với thịt, xườn, lưỡi, móng ... Bún mọc k chỉ 20k mà ngay phố cổ nữa thật là rẻ. À quẩy 10k nữa 😋😋",0,0,0,0,1,1,1,1,0,0,0,0
Hình như quán nào ở khu tập thể đồ ăn cũng rất ngon T.T,0,0,0,0,0,1,0,0,0,0,0,0
"Hình thức tương tự như bún bên khu Chấn Hưng (25k/tô, free bún và rau thêm, nước mắm để trong xô cho khách tự múc), được cái quán mới nên nhìn khang trang sạch sẽ hơn. Nhân viên không nhiều, gọi mấy lần mới được. Bún ăn ổn, tuy so với bún Chấn Hưng thì còn kém cạnh chút, nhưng giữ giá 25k để bán ở khu vực Sư Vạn Hạnh - Tô Hiến Thành sầm uất cũng đã rất tốt rồi :D tính ra thịt nướng ngon hơn (ko bị khô, khét) bún Chấn Hưng, bù lại chả giò và nem nướng thì thua :#3",1,0,0,0,1,0,1,1,0,0,0,3
"Hmmm... mình mua mang về nên lúc mở ra ăn thì hết lạnh vì họ cho có vài viên đá vào ly, món này khá  thích hợp với những bạn nào không thích ăn quá ngọt, vị ngọt vừa phải thôi chứ không gắt như tàu hủ thường, combo khá đa dạng, giá chỉ từ 22.000 -> 60.000/combo hoặc phần ăn vặt (cá viên, phô mai que,..v..v)",0,0,0,0,1,3,1,0,0,0,0,0
"Hmmm..phải nói s nhỉ ? :v Mì nát đc biết đến ăn khá là cay, mình ăn cấp độ 3 ( loại Hải Sản )  nước mũi cũng sụt sụt rồi  :)))) có 7 cấp càng cao thì càng cay 👍  Nói chung các bn ăn thử đi r biết 💓 haha :))) và sẽ đc 1 bình nước free chống cay....- Có 5 6 loại mì gì ấy mình qên r *hi*    + Mì thịt bò 39k    + Mì hải sản 39k ( gồm 4 cục cá viên, 2tôm, kimchi, 3khoăn mực nhỏ, nhúm bắp cải (    + Mì thập cẩm 49k ( cả thịt và hải sản ) .............Có nước như trà sữa,  đào plapla......<35k",0,3,0,1,3,0,1,0,0,0,0,0
"Hnao ko ăn là như lên cơn sái nghiện, thèm thuồng luống cuống, ko làm j đc T.T nước dùng cực ngon, chả vs giò thì bt, quan trọng là nhg cái bt kết hợp vs nhau thành cái vừa miệng ý ToT 10đ luôn. 2 ac chủ nhẹ nhàng, cứ tìm chỗ, đến lượt sẽ đc hỏi, làm lần lượt mà ko sai lượt tẹo nào đâu 👍🏼👍🏼👍🏼",0,0,0,0,0,1,0,0,0,0,0,1
"Hnay đi 4 người làm cái phần 16 miếng nhìu nhất của quán luôn. Gà vẫn siu ngon, kết nhất vẫn là cái sauce Mexican vừa cay cay vừa ngọt ngọt vừa chua chua, ăn k hay chấm tương đều ngon cả. Ngồi ngay cái view đẹp nhất ngắm phố đi bộ trời mưa nữa quả là k còn chổ chê.",0,0,0,0,0,1,0,0,1,0,0,0
"Hoá ra cái mì này là kiểu mì nui thế này nhé, ăn giòn giòn dai dai nhai thích, ăn kiểu này lại hay hơn là mì sợi í. Trong này có kimchi nên ăn có vị chua chua ca cay. Ở trên có phủ 1 lớp phomai, mà nhiều lắm í kéo mãi chẳng hết đầy luôn.",0,0,0,0,0,1,1,0,0,0,0,0
"Hoành thánh nhiều thịt, sợi hủ tiếu dai dai đúng điệu, thịt thà cũng nhiều ăn ngon và cũng đáng tiền lắm.Quán có không gian vừa phải, thoáng và sạch sẽ, phuc vụ cũng nhanh nhẹn và nhiệt tình.Một tô hủ tiếu giá tầm 25k, hai bạn đi ăn chung chi tầm 50k hơn là no nên luôn nha.Credit: @Trà N",1,0,0,0,3,1,1,0,0,0,0,1
"Hơi bị ngon nha, thịt lẫn đậu rồi tới chả cốm phải nói là ngon khỏi chê. Nhân viên phục vụ nhiệt tình, không gian quán thoáng mát. Nhưng giá cả thì khá chát so với những chỗ khác, nhưng tiền nào của đó ma.",1,0,0,0,3,1,0,0,0,0,0,1
Hơi đắt nhưng ngon ☺️,0,0,0,0,2,1,0,0,0,0,0,0
hơi ít,0,0,0,0,0,0,2,0,0,0,0,0
"Hơi ít nhưng mà ngon lắm lắm ý !Chả thơm, nêm vừa, bún với rau dốn ngon cực !",0,0,0,0,0,1,2,0,0,0,0,0
Hơi ngán tí ^^,0,0,0,0,0,3,0,0,0,0,0,0
"Hơi nhảm tí nhưng ở Beefsteak 2 con Bò có mì cay đó =)) gồm có mì cay hải sản 59k , mì cay bò viên 39k , mì cay bò mĩ 39k và 1 mì cay nữa cũng 39k nhưng quên tên mì cay gì r =)) mì cay thường và mì cay udon bằng giá tiền =)) mà mì udon nó trơn nên gắp mệt vl =)) Có 6 cấp chứ không phải 7 nha =)) NHƯ HÌNH LÀ CẤP 4 =)) cấp 4 không cay như tưởng tượng nhưng những bạn không quen hay không thích ăn cay thì nên ăn cấp 1-2 ! Cũng ngon nhưng thái độ nhân viên không tốt cho lắm",0,0,0,0,3,1,1,0,0,0,0,2
"Hồi trước cái lẩu có 70k, giờ lên giá 80k, mỗi dĩa phụ thu 5k (rau, bún). Ăn 2 người 1 nồi lẩu là no nê, nước dùng nêm vừa phải, chua chua ngọt ngọt, những lúc trời mưa ăn là bá cháy. Cuối tuần đông, nhân viên bận túi bụi, gọi mà ko ai phục vụ. Nên đi sớm, tầm 7h là còn đầy đủ lẩu cá, đi trễ hết lẩu cá ngon. Mình toàn đi từng bàn kiếm nước mắm, đũa giá muỗng, ớt cho nhanh. Trà đá miễn phí, 1 ca uống tha hồ. Điểm trừ: nhiều khi ngồi xuống bàn ko ai dọn, rác dưới bàn cũng ko ai quét dọn. Khách tự phục vụ. Thu phí gửi xe.",2,1,0,0,3,1,0,0,0,2,0,2
"Hội tụi mình kêu một mẹt nhỏ heo tộc 7 món. Phần heo tộc gồm cháo đậu xanh nấu nhừ đặc sánh, xôi nếp nướng dẻo thơm nhưng hơi khô, thịt heo nướng ngon ướp đậm, lòng dồi nhiều chất lượng, thịt hấp không quá mỡ ngon ăn không sợ ngán. Đặc biệt tô canh xương nấu măng nước dùng ninh trong đậm đà xương heo ngon tiếc là nhựa mân mình ăn không được cho lắm nhưng mấy đứa bạn mình bảo vị cũng ok lắm. Một phần 400k.Giữ xe miễn phí. Nhân viên mặc áo bà ba kết hợp ko gian quán đậm nét miền quê VN, phục vụ nhiệt tình và lên món nhanh.",1,0,0,0,3,1,1,0,0,1,0,1
"Hồi xưa cay lắm, giờ đỡ rồi 😂😂😂. 1 phần mắc lắm, tới 120k, h hok biết có lên nữa ko. Mà đồ ăn càng lúc càng ít thì phải. Nước sốt bao đậm đà, chấm bánh mì ăn đã ghiền luôn kkk. Thịt dê mềm, ăn rất dễ, mà ko bị dai đâu. Ở đây có cơm nị nè, dê hấp tía tô nữa. Quán đông cực kì. 2 người ăn cỡ 250k thì no, nếu ăn khỏe.",0,0,0,0,2,1,3,0,1,0,0,0
"Hồi xưa chỉ có món gà bó xôi thôi, sau này menu phong phú cực kỳ luôn.Đi đâu đồ ăn VN mình sẽ nghĩ tới ngay món rau luộc kho quẹt. Dĩ nhiên ở đây ko làm mình thất vọng rồi, rau luộc tới thôi, giòn và ngọt, ko bủn. Kho quẹt còn hơi loãng, đặc tí ngon hơn, tóp mỡ bé nhg cho nhiều.2 người hết tầm 100k thôi nha.",0,0,0,0,1,3,1,0,0,0,0,0
"Hôm bữa ăn đợt khuyến mãi đặc biệt nên đĩa này chỉ còn có 30k thôi. Phải nói là sườn ăn cực kỳ thích ^.^ Tại vì được ướp gia vị mặn ngọt, nước lên ăn còn thơm mùi tiêu xanh nữa. Mình ăn cùng tụi bạn và tụi nó còn kêu thêm mấy phần để ăn cho đã luôn nè :D",0,0,0,0,1,1,0,0,0,0,0,0
"Hôm bữa làm xong có ghé gần chỗ công ty ăn tối với mấy người bạn. Quán này ngồi khá thoải mái và mát mẻ. Menu khá hấp dẫn với nhiều món ngon. Ở đây đặc biệt có món lẩu bò, hương vị vừa dễ ăn, nồi lẩu thịt với bò viên thì quá nhiều, có kèm bún, phở hay mì cho người ăn dễ lựa chọn. Gọi món chừng 5 phút là có ăn rồi .",1,0,0,0,0,1,1,0,0,0,0,1
"Hôm bữa tụi mình ăn nhiều lắm, nhiêu đây chỉ là 1 ít thôi. Các loại ốc ở đây tươi, chế biến đủ kiểu luôn, tha hồ mà ăn. Một phần ăn cũng nhiều, giá thì cũng vừa ổn chứ không phải mắc. Ngồi lai rai với bạn ở đây là y bài.",0,0,0,0,3,1,1,0,1,0,0,0
"Hôm đi mình đến hơi trễ nên cũng gần hết tôm, chỉ còn chả cá các loại, mực... Nên mình lấy chừng 4,5 que rồi ăn thêm khoảng 6,7 que đồ nướng. Đồ nướng rất ngon, có thể nướng tại bàn hoặc đưa cho nhân viên nướng hộ. Ngon nhất là hồ lô nướng và món thịt bò gì đó, tôm nướng hơi cay. Nước lẩu phải nói là ngon. Lẩu chua chua ngọt ngọt ăn là ghiền ngay luôn. Giá cả cũng được, trung bình tầm 15.000 đồng 1 cây, tính ra mỗi người chưa tới 50.000 đồng là no nê luôn rồi (nước lẩu miễn phí). Nhân viên phục vụ nhanh, nhiệt tình.",0,0,0,0,3,1,1,0,0,0,0,1
"Hôm đó mình gọi món beefsteak với giá bò Mỹ = giá bò Việt là 42k, thêm một đĩa salad khá ngon. Nước sốt thật sự rất ngon, mình đã k cần phải cho thêm tương ớt hay tương cà vì nó đã đủ vị rồi (trừ bạn nào muốn ăn cay).",0,0,0,0,3,1,0,0,0,0,0,0
"Hôm đó nướng hơi cháy nhưng vẫn ngon, muối ớt xanh đúng là bá chấy bà chét luôn. :D",0,0,0,0,0,1,0,0,0,0,0,0
Hôm nay cả gia đình cùng đi ăn tại quán Bò Kho Mẹ Nấu!Cảm ơn lozi mà biết quán này. Ăn rất ngon! Nhất định sẽ ghé lại!,0,0,0,0,0,1,0,0,1,0,0,0
"Hôm nay đổi gió, đi ăn cơm gà sang chảnh nè.1 phần mang ra siêu nhiều, cái đùi gà hơi bị bự,  và dĩ nhiên là ngon rồi, gà ko bị khô, ăn rất ok. Phần cơm siêu nhiều, ăn ko hết luôn. Lại còn gọi thêm phần salad nữa. kết quả là mình phải lăn về.",0,0,0,0,0,1,1,0,0,0,0,0
"Hôm nay đói quá nên chụp đại và ăn thoi. Hũ tíu bò kho siêu ngon, vị đậm đà, bò mềm không bị dai nhưng chỗ khác. Giá thì bình dân khỏi bàn. Quán này bán gì cũng ngon. Trung bình 1 tô 25k thôi. Ghim để dành có dịp ăn thử nào. 👍🏻👍🏻👍🏻",0,0,0,0,1,1,0,0,1,0,0,0
